Token.ID	Corpus	Text.ID	Genre	Comments	Type	Semantic.Relation	Whole.Genitive	Whole.Sentence	Possessor	Possessor.Head	Possessor.Expression.Type	Final.Sibilant	Possessum	Possessum.Head	Possessor.Animacy	Possessum.Animacy	Possessor.Givenness	Possessor.Word.Count	Possessum.Word.Count	Possessor.Syl.Count	Possessum.Syl.Count	Prior.Genitive	Possessor.Animacy.Bin	Possessum.Animacy.Bin	Semantic.Relation.Bin	TypeTokenRatio	PossessorFreq	PossessumFreq	PossessorTextFreq	PossessumTextFreq	PossessorLogTFreq	PossessumLogTFreq	Prior.Genitive.Bin	Genre.Bin
2018	Frown	J42	Learned		of	OTH	the expectations of the parties	The law and economic analysis theory illustrates the problem of basing rights on utility , since the efficient decision may deviate from prior law , and hence frustrate the expectations of the parties .	the parties	parties	CommonN	Y	the expectations	expectations	collective human	inanimate abstract	n	2	2	2	2	of	Inanim	Inanim	N	66	3	1	0.0015	0.0005	-2.823908741	-3.301029996	N	Non-press
2019	Frown	J42	Learned		of	OTH	the right of newspapers	For example , the right of newspapers to publish defense plans classified as secret provided the publication will not create an immediate physical danger to troops is a concrete expression of the abstract right contained in the first amendment .	newspapers	newspapers	CommonN	Y	the right	right	inanimate concrete	inanimate abstract	n	1	1	1	2	of	Inanim	Inanim	N	73	1	33	5e-4	0.0165	-3.301029996	-1.782516056	N	Non-press
2020	Frown	J42	Learned		of	OTH	the institutional character of legal rights	Dworkin draws an analogy between the institution of chess and the institution of law to explain what he means by the institutional character of legal rights .	legal rights	rights	CommonN	Y	the institutional character	character	inanimate abstract	inanimate abstract	n	2	2	2	3	of	Inanim	Inanim	N	69	22	3	0.011	0.0015	-1.958607315	-2.823908741	N	Non-press
2021	Frown	J42	Learned		of	OTH	The theory of the game of chess	The theory of the game of chess is derived from the rules constituting the game .	the game of chess	game	CommonN	Y	the theory	theory	inanimate abstract	inanimate abstract	g	4	4	4	2	of	Inanim	Inanim	N	72	14	18	0.007	0.009	-2.15490196	-2.045757491	N	Non-press
2022	Frown	J42	Learned		of	OTH	the importance of intellectual ability	For example , the chess referee may believe that individuals have a right to equal welfare without regard to intellectual abilities and rely upon this conviction to find that annoying behavior is reasonable so long as it reduces the importance of intellectual ability in deciding who will win the game because chess is a game of intellect .	intellectual ability	ability	CommonN	N	the importance	importance	inanimate abstract	inanimate abstract	n	2	2	2	2	of	Inanim	Inanim	N	71	2	1	0.001	0.0005	-3	-3.301029996	N	Non-press
2023	Frown	J42	Learned		of	OTH	the role of intellect	However , `` chess is an intellectual game , -LBR- the chess referee -RBR- must apply the forfeiture rule in such a way to protect , rather than jeopardize , the role of intellect in the context . ''	intellect	intellect	CommonN	N	the role	role	inanimate abstract	inanimate abstract	n	1	1	1	2	of	Inanim	Inanim	N	59	7	1	0.0035	0.0005	-2.455931956	-3.301029996	N	Non-press
2025	Frown	J42	Learned		s	OTH	the game's point	Therefore , the discretion of the referee is fettered by the nature of the game of chess which disqualifies personal convictions of the referee contrary to the game 's point .	the game	game	CommonN	N	point	point	inanimate abstract	inanimate abstract	g	2	2	2	1	of	Inanim	Inanim	N	55.00000000000001	14	2	0.007	0.001	-2.15490196	-3	N	Non-press
2026	Frown	J42	Learned		of	OTH	the nature of the game of chess	Therefore , the discretion of the referee is fettered by the nature of the game of chess which disqualifies personal convictions of the referee contrary to the game 's point .	the game of chess	game	CommonN	Y	the nature	nature	inanimate abstract	inanimate abstract	g	4	4	4	2	s	Inanim	Inanim	N	55.00000000000001	14	1	0.007	0.0005	-2.15490196	-3.301029996	Y	Non-press
2027	Frown	J42	Learned		of	OTH	the discretion of the referee	Therefore , the discretion of the referee is fettered by the nature of the game of chess which disqualifies personal convictions of the referee contrary to the game 's point .	the referee	referee	CommonN	N	the discretion	discretion	human	inanimate abstract	g	2	2	2	2	of	Anim	Inanim	N	55.00000000000001	12	10	0.006	0.005	-2.22184875	-2.301029996	N	Non-press
2028	Frown	J42	Learned		of	OTH	the abstract concept of the game of chess	The chess referee must determine the abstract concept of the game of chess and interpret the rule to implement that concept .	the game of chess	game	CommonN	Y	the abstract concept	concept	inanimate abstract	inanimate abstract	g	4	4	4	3	of	Inanim	Inanim	N	56.99999999999999	14	6	0.007	0.003	-2.15490196	-2.522878745	N	Non-press
2029	Frown	J42	Learned		s	OTH	the game's character	The abstract concept of the game of chess is identified by analyzing its institutional rules and by posing a series of questions designed to identify the game 's character .	the game	game	CommonN	N	character	character	inanimate abstract	inanimate abstract	g	2	2	2	1	of	Inanim	Inanim	N	55.00000000000001	14	3	0.007	0.0015	-2.15490196	-2.823908741	N	Non-press
2030	Frown	J42	Learned		of	OTH	the abstract concept of the game of chess	The abstract concept of the game of chess is identified by analyzing its institutional rules and by posing a series of questions designed to identify the game 's character .	the game of chess	game	CommonN	Y	the abstract concept	concept	inanimate abstract	inanimate abstract	g	4	4	4	3	s	Inanim	Inanim	N	56.99999999999999	14	6	0.007	0.003	-2.15490196	-2.522878745	Y	Non-press
2031	Frown	J42	Learned		of	OTH	the concept of chess	Since chess is a game of intellect , Dworkin suggests , the referee may need to construct not only the concept of chess , but also the concept of intellect itself to interpret the rule forbidding annoying behavior .	chess	chess	CommonN	Y	the concept	concept	inanimate abstract	inanimate abstract	g	1	1	1	2	of	Inanim	Inanim	N	64	16	6	0.008	0.003	-2.096910013	-2.522878745	N	Non-press
2032	Frown	J42	Learned		of	OTH	the concept of intellect itself	Since chess is a game of intellect , Dworkin suggests , the referee may need to construct not only the concept of chess , but also the concept of intellect itself to interpret the rule forbidding annoying behavior .	intellect itself	intellect	CommonN	N	the concept	concept	inanimate abstract	inanimate abstract	g	2	2	2	2	of	Inanim	Inanim	N	67	7	6	0.0035	0.003	-2.455931956	-2.522878745	N	Non-press
2034	Frown	J42	Learned		of	OTH	the exercise of judgment	While the referee exercises judgment to define the concrete right of the players , the exercise of judgment does not reflect the referee 's personal convictions .	judgment	judgment	CommonN	N	the exercise	exercise	inanimate abstract	inanimate abstract	n	1	1	1	2	of	Inanim	Inanim	N	99	2	3	0.001	0.0015	-3	-2.823908741	N	Non-press
2036	Frown	J42	Learned		s	OTH	the referee's personal convictions	While the referee exercises judgment to define the concrete right of the players , the exercise of judgment does not reflect the referee 's personal convictions .	the referee	referee	CommonN	N	personal convictions	convictions	human	inanimate abstract	g	2	2	2	2	of	Anim	Inanim	N	94	12	3	0.006	0.0015	-2.22184875	-2.823908741	N	Non-press
2037	Frown	J51	Learned		of	OTH	the concept of logic	The concept of logic has undergone numerous changes since the Greeks first took up the study in the fourth or fifth century B.C .	logic	logic	CommonN	N	the concept	concept	inanimate abstract	inanimate abstract	g	1	1	1	2	n	Inanim	Inanim	N	70	52	7	0.026	0.0035	-1.585026652	-2.455931956	N	Non-press
2038	Frown	J51	Learned		of	OTH	the concept of logic	By way of introduction , I shall attempt to clarify the concept of logic , and introduce at of syllogistic logic :	logic	logic	CommonN	N	the concept	concept	inanimate abstract	inanimate abstract	g	1	1	1	2	of	Inanim	Inanim	N	72	52	7	0.026	0.0035	-1.585026652	-2.455931956	N	Non-press
2039	Frown	J51	Learned		of	OTH	the study of syllogistic logic	In taking up the study of syllogistic logic - a form of logic with deep historical roots - it may therefore be advisable to begin by acquiring some sense of how the word logic has changed its meaning over the centuries .	syllogistic logic	logic	CommonN	N	the study	study	inanimate abstract	inanimate abstract	g	2	2	2	2	of	Inanim	Inanim	N	75	52	7	0.026	0.0035	-1.585026652	-2.455931956	N	Non-press
2040	Frown	J51	Learned		of	OTH	the nature of an adequate account	Hence , since logic was concerned with the nature of an adequate account , the Greeks understood logic to be concerned with the nature of persuasion , refutation , and inquiry .	an adequate account	account	CommonN	N	the nature	nature	inanimate abstract	inanimate abstract	g	3	3	3	2	of	Inanim	Inanim	N	71	15	4	0.0075	0.002	-2.124938737	-2.698970004	N	Non-press
2041	Frown	J51	Learned		of	OTH	the nature of persuasion	Hence , since logic was concerned with the nature of an adequate account , the Greeks understood logic to be concerned with the nature of persuasion , refutation , and inquiry .	persuasion	persuasion	CommonN	N	the nature	nature	inanimate abstract	inanimate abstract	n	1	1	1	2	of	Inanim	Inanim	N	67	5	4	0.0025	0.002	-2.602059991	-2.698970004	N	Non-press
2042	Frown	J51	Learned		of	OTH	the original conception of logic	Hence the original conception of logic seems to have been that logic was supposed to give a legitimate account of the way in which we legitimately account for our beliefs and actions .	logic	logic	CommonN	N	the original conception	conception	inanimate abstract	inanimate abstract	g	1	1	1	3	of	Inanim	Inanim	N	73	52	3	0.026	0.0015	-1.585026652	-2.823908741	N	Non-press
2043	Frown	J51	Learned		s	OTH	Aristotle's works	The Alexandrian editor , Andronicus of Rhodes , nevertheless grouped these lectures together under the title organ or tool , and placed them at the beginning of Aristotle 's works .	Aristotle	Aristotle	ProperN	N	works	works	human	inanimate abstract	g	1	1	1	1	of	Anim	Inanim	N	77	8	1	0.004	0.0005	-2.397940009	-3.301029996	N	Non-press
2045	Frown	J51	Learned		s	OTH	Aristotle's lectures	The subjects treated in Aristotle 's lectures can be summarized as follows :	Aristotle	Aristotle	ProperN	N	lectures	lectures	human	inanimate abstract	g	1	1	1	1	of	Anim	Inanim	N	69	8	5	0.004	0.0025	-2.397940009	-2.602059991	N	Non-press
2046	Frown	J51	Learned		s	OTH	Aristotle's second intentions	The medieval response to this problem was to point out that all the topics in Aristotle 's second intentions .	Aristotle	Aristotle	ProperN	N	second intentions	intentions	human	inanimate abstract	n	1	1	1	2	s	Anim	Inanim	N	73	8	2	0.004	0.001	-2.397940009	-3	Y	Non-press
2047	Frown	J51	Learned		of	OTH	the scope of logic	This definition gave a sort of unity to the list of subjects which were thought to fall within the scope of logic , but it also caused some of the subjects to be pushed into the forefront , while others took on a merely peripheral importance .	logic	logic	CommonN	N	the scope	scope	inanimate abstract	inanimate abstract	g	1	1	1	2	s	Inanim	Inanim	N	70	52	2	0.026	0.001	-1.585026652	-3	Y	Non-press
2048	Frown	J51	Learned		of	OTH	the purpose of the discussion	For example , the discussion of types of terms became particularly important , since the purpose of the discussion was not to classify types of things , but rather to classify what we could sensibly say	the discussion	discussion	CommonN	N	the purpose	purpose	inanimate abstract	inanimate abstract	n	2	2	2	2	of	Inanim	Inanim	N	63	9	1	0.0045	0.0005	-2.346787486	-3.301029996	N	Non-press
2049	Frown	J51	Learned		of	OTH	the categorization of terms	Hence the categorization of terms fit neatly within the medieval definition of logic .	terms	terms	CommonN	Y	the categorization	categorization	inanimate abstract	inanimate abstract	g	1	1	1	2	of	Inanim	Inanim	N	67	6	1	0.003	0.0005	-2.522878745	-3.301029996	N	Non-press
2050	Frown	J51	Learned		of	OTH	justification of beliefs	Thus while the Greeks thought that logic should be primarily concerned with persuasion , refutation , inquiry , and the justification of beliefs , the medieval logicians extended the notion , so that logic was thought to be concerned with the nature of signs in	beliefs	beliefs	CommonN	Y	justification	justification	inanimate abstract	inanimate abstract	n	1	1	1	1	of	Inanim	Inanim	N	72	5	2	0.0025	0.001	-2.602059991	-3	N	Non-press
2051	Frown	J51	Learned		of	OTH	the nature of signs	Thus while the Greeks thought that logic should be primarily concerned with persuasion , refutation , inquiry , and the justification of beliefs , the medieval logicians extended the notion , so that logic was thought to be concerned with the nature of signs in	signs	signs	CommonN	Y	the nature	nature	inanimate abstract	inanimate abstract	g	1	1	1	2	of	Inanim	Inanim	N	67	10	4	0.005	0.002	-2.301029996	-2.698970004	N	Non-press
2052	Frown	J51	Learned		of	OTH	the philosophers of the early modern period	The philosophers of the early modern period came to regard logic as concerned with the laws of thought , and this frequently meant that they regarded logic as a sort of psychology .	the early modern period	period	CommonN	N	the philosophers	philosophers	time	inanimate abstract	n	4	4	4	2	of	Inanim	Inanim	N	60	2	3	0.001	0.0015	-3	-2.823908741	N	Non-press
2053	Frown	J51	Learned		of	OTH	the operations of the mind	Logic was thought to study the operations of the mind , specifically , of course , the operations associated with rationality .	the mind	mind	CommonN	N	the operations	operations	body part	inanimate abstract	n	2	2	2	2	of	Inanim	Inanim	N	64	6	4	0.003	0.002	-2.522878745	-2.698970004	N	Non-press
2054	Frown	J51	Learned		of	OTH	the scope of human capacity	Certain operations of the mind were thought to be more fundamental than others ; so fundamental , in fact , that it would be contrary to human nature , or outside the scope of human capacity , to reason in any other way .	human capacity	capacity	CommonN	N	the scope	scope	inanimate abstract	inanimate abstract	n	2	2	2	2	of	Inanim	Inanim	N	71	1	2	5e-4	0.001	-3.301029996	-3	N	Non-press
2055	Frown	J51	Learned		of	OTH	the structures of the conscious mind	Even Hegel , when writing on logic , seems to have in mind a thorough-going analysis of the structures of the conscious mind , though he is careful to make clear that he means mind , not simply the human mind .	the conscious mind	mind	CommonN	N	the structures	structures	body part	inanimate abstract	g	3	3	3	2	of	Inanim	Inanim	N	76	6	1	0.003	0.0005	-2.522878745	-3.301029996	N	Non-press
2056	Frown	J51	Learned		of	OTH	the familiar laws of logic	George Boole was able to demonstrate that simple mathematical operations , such as multiplication and subtraction , could be made to parallel the familiar laws of logic .	logic	logic	CommonN	N	the familiar laws	laws	inanimate abstract	inanimate abstract	g	1	1	1	3	of	Inanim	Inanim	N	77	52	6	0.026	0.003	-1.585026652	-2.522878745	N	Non-press
2057	Frown	J51	Learned		of	OTH	the laws of thought	However , most logicians still considered logic to be , at root , the study of the laws of thought .	thought	thought	CommonN	N	the laws	laws	inanimate abstract	inanimate abstract	n	1	1	1	2	of	Inanim	Inanim	N	74	17	6	0.0085	0.003	-2.070581074	-2.522878745	N	Non-press
2058	Frown	J51	Learned		of	OTH	the study of the laws of thought	However , most logicians still considered logic to be , at root , the study of the laws of thought .	the laws of thought	laws	CommonN	N	the study	study	inanimate abstract	inanimate abstract	g	4	4	3	2	of	Inanim	Inanim	N	75	6	7	0.003	0.0035	-2.522878745	-2.455931956	N	Non-press
2059	Frown	J51	Learned		of	OTH	the methodology of logic	Hence mathematics changed the methodology of logic , but not -LBR- at first -RBR- its essential subject matter .	logic	logic	CommonN	N	the methodology	methodology	inanimate abstract	inanimate abstract	g	1	1	1	2	of	Inanim	Inanim	N	71	52	1	0.026	0.0005	-1.585026652	-3.301029996	N	Non-press
2060	Frown	J51	Learned		of	OTH	laws of thought	However , the notion that there are such things as laws of thought , and that it is the business of logic to study them , began to break down with the advent of non-Euclidean geometry , and with the many other sudden advances in mathematical theory also made during the 19th century .	thought	thought	CommonN	N	laws	laws	inanimate abstract	inanimate abstract	n	1	1	1	1	of	Inanim	Inanim	N	71	17	6	0.0085	0.003	-2.070581074	-2.522878745	N	Non-press
2061	Frown	J51	Learned		of	OTH	the business of logic	However , the notion that there are such things as laws of thought , and that it is the business of logic to study them , began to break down with the advent of non-Euclidean geometry , and with the many other sudden advances in mathematical theory also made during the 19th century .	logic	logic	CommonN	N	the business	business	inanimate abstract	inanimate abstract	g	1	1	1	2	of	Inanim	Inanim	N	71	52	1	0.026	0.0005	-1.585026652	-3.301029996	N	Non-press
2062	Frown	J51	Learned		of	OTH	the advent of non-Euclidean geometry	However , the notion that there are such things as laws of thought , and that it is the business of logic to study them , began to break down with the advent of non-Euclidean geometry , and with the many other sudden advances in mathematical theory also made during the 19th century .	non-Euclidean geometry	geometry	CommonN	N	the advent	advent	inanimate abstract	inanimate abstract	n	2	2	NA	2	of	Inanim	Inanim	N	78	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Non-press
2063	Frown	J51	Learned		of	OTH	laws of thought	It would be false to claim that the non-Euclidean geometries destroyed the concept of laws of thought by proving that humans could conceptualize on a much grander scale than had previously been supposed .	thought	thought	CommonN	N	laws	laws	inanimate abstract	inanimate abstract	n	1	1	1	1	of	Inanim	Inanim	N	72	17	6	0.0085	0.003	-2.070581074	-2.522878745	N	Non-press
2065	Frown	J59	Learned		s	OTH	the modern intellectual's ambiguous politics	Walter Benjamin would ultimately admonish the modern intellectual 's ambiguous politics , exemplified by this kind of neutralization of race , gender , and class allegiances .	the modern intellectual	intellectual	CommonN	N	ambiguous politics	politics	human	inanimate abstract	n	3	3	3	2	n	Anim	Inanim	N	73	4	1	0.002	0.0005	-2.698970004	-3.301029996	N	Non-press
2067	Frown	J59	Learned		of	OTH	members of certain professions	Western intellectuals , he observed , did not see themselves as `` members of certain professions '' but as representatives of a `` certain characterological type , '' a type located somewhere between the classes .	certain professions	professions	CommonN	Y	members	members	inanimate abstract	human	n	2	2	2	1	of	Inanim	Anim	N	74	1	2	5e-4	0.001	-3.301029996	-3	N	Non-press
2068	Frown	J59	Learned		of	OTH	the forms and instruments of production	Advocating a more activist role for the intellectual , Benjamin called `` for the transformation of the forms and instruments of production in the way desired by a progressive intelligentsia - that the means of production and serving the class struggle . ''	production	production	CommonN	N	the forms and instruments	forms	inanimate abstract	inanimate abstract	n	1	1	1	4	of	Inanim	Inanim	N	71	3	2	0.0015	0.001	-2.823908741	-3	N	Non-press
2069	Frown	J59	Learned		of	OTH	the transformation of the forms and instruments of production	Advocating a more activist role for the intellectual , Benjamin called `` for the transformation of the forms and instruments of production in the way desired by a progressive intelligentsia - that the means of production and serving the class struggle . ''	the forms and instruments of production	forms	CommonN	N	the transformation	transformation	inanimate abstract	inanimate abstract	n	6	6	6	2	of	Inanim	Inanim	N	71	2	1	0.001	0.0005	-3	-3.301029996	N	Non-press
2070	Frown	J59	Learned		s	OTH	the artist's connection	Piper 's realignment of the artist/spectator relationship rests on her desire to work beyond such a characterological suspension of the artist 's connection to the rest of humanity .	the artist	artist	CommonN	N	connection	connection	human	inanimate abstract	n	2	2	2	1	of	Anim	Inanim	N	63	9	1	0.0045	0.0005	-2.346787486	-3.301029996	N	Non-press
2071	Frown	J59	Learned		s	OTH	Piper's realignment of the artist/spectator relationship	Piper 's realignment of the artist/spectator relationship rests on her desire to work beyond such a characterological suspension of the artist 's connection to the rest of humanity .	Piper	artist	CommonN	N	realignment of the artist/spectator relationship	realignment	human	inanimate abstract	n	1	1	2	1	s	Anim	Inanim	N	62	9	1	0.0045	0.0005	-2.346787486	-3.301029996	Y	Non-press
2072	Frown	J59	Learned		of	OTH	the objective streets of Paris	This challenge to the forms and instruments of art production resulted both in a withdrawal from the precious art object and a travesty of modernist conceits : the apolitical intellectual , the classless dandy , and the objective streets of Paris observing the heroism of modern life are for Piper the subject of parody and even derision .	Paris	Paris	ProperN	Y	the objective streets	streets	place	place	n	1	1	1	3	s	Inanim	Inanim	N	69	1	2	5e-4	0.001	-3.301029996	-3	Y	Non-press
2073	Frown	J59	Learned		of	OTH	the forms and instruments of art production	This challenge to the forms and instruments of art production resulted both in a withdrawal from the precious art object and a travesty of modernist conceits : the apolitical intellectual , the classless dandy , and the objective streets of Paris observing the heroism of modern life are for Piper the subject of parody and even derision .	art production	production	CommonN	N	the forms and instruments	forms	inanimate abstract	inanimate abstract	g	2	2	2	4	of	Inanim	Inanim	N	69	3	2	0.0015	0.001	-2.823908741	-3	N	Non-press
2074	Frown	J59	Learned		of	OTH	the heroism of modern life	This challenge to the forms and instruments of art production resulted both in a withdrawal from the precious art object and a travesty of modernist conceits : the apolitical intellectual , the classless dandy , and the objective streets of Paris observing the heroism of modern life are for Piper the subject of parody and even derision .	modern life	life	CommonN	N	the heroism	heroism	inanimate abstract	inanimate abstract	n	2	2	2	2	of	Inanim	Inanim	N	71	2	2	0.001	0.001	-3	-3	N	Non-press
2075	Frown	J59	Learned		s	OTH	Piper's male alter ego	Masquerading in dark glasses , Afro , and pencil mustache , the /<hi Mythic Being /< was Piper 's male alter ego .	Piper	Piper	ProperN	N	male alter ego	ego	human	inanimate abstract	g	1	1	1	3	of	Anim	Inanim	N	75	28	2	0.014	0.001	-1.853871964	-3	N	Non-press
2076	Frown	J59	Learned		s	OTH	Piper's whiteness	If Piper 's whiteness allowed her to escape from the cruelest side of racism , the racial and class specificity of her male alter ego left her particularly vulnerable .	Piper	Piper	ProperN	N	whiteness	whiteness	human	inanimate abstract	g	1	1	1	1	s	Anim	Inanim	N	76	28	1	0.014	0.0005	-1.853871964	-3.301029996	Y	Non-press
2077	Frown	J59	Learned		of	OTH	the racial and class specificity of her male alter ego	If Piper 's whiteness allowed her to escape from the cruelest side of racism , the racial and class specificity of her male alter ego left her particularly vulnerable .	her male alter ego	ego	CommonN	N	the racial and class specificity	specificity	inanimate abstract	inanimate abstract	n	4	4	4	5	s	Inanim	Inanim	N	80	2	1	0.001	0.0005	-3	-3.301029996	Y	Non-press
2078	Frown	J59	Learned		of	OTH	the cruelest side of racism	If Piper 's whiteness allowed her to escape from the cruelest side of racism , the racial and class specificity of her male alter ego left her particularly vulnerable .	racism	racism	CommonN	N	the cruelest side	side	inanimate abstract	inanimate concrete	n	1	1	1	3	of	Inanim	Inanim	N	77	5	1	0.0025	0.0005	-2.602059991	-3.301029996	N	Non-press
2079	Frown	J59	Learned		of	OTH	the representative narrative of Western personhood	As Homi Bhabha observes , `` the black presence ruins the representative narrative of Western personhood : its past tethered to treacherous stereotypes of primitivism and degeneracy will not produce a history of civil progress , a space for the dismembered and dislocated , will not contain the image of identity that is questioned in the dialectic of mind/body and resolved in the epistemology of appearance and reality .	Western personhood	personhood	CommonN	N	the representative narrative	narrative	inanimate abstract	inanimate abstract	n	2	2	2	3	of	Inanim	Inanim	N	74	1	9	5e-4	0.0045	-3.301029996	-2.346787486	N	Non-press
2080	Frown	J59	Learned		of	OTH	the epistemology of appearance and reality	As Homi Bhabha observes , `` the black presence ruins the representative narrative of Western personhood : its past tethered to treacherous stereotypes of primitivism and degeneracy will not produce a history of civil progress , a space for the dismembered and dislocated , will not contain the image of identity that is questioned in the dialectic of mind/body and resolved in the epistemology of appearance and reality .	appearance and reality	appearance	CommonN	N	the epistemology	epistemology	inanimate abstract	inanimate abstract	n	3	3	3	2	of	Inanim	Inanim	N	63	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Non-press
2081	Frown	J59	Learned		s	BOD	the white man's eyes	The white man 's eyes break up the black man 's body and in that act of epistemic violence its own frame of reference is transgressed , its field of vision disturbed . ''	the white man	man	CommonN	N	eyes	eyes	human	body part	n	3	3	3	1	of	Anim	Inanim	Y	67	4	1	0.002	0.0005	-2.698970004	-3.301029996	N	Non-press
2082	Frown	J59	Learned		s	BOD	the black man's body	The white man 's eyes break up the black man 's body and in that act of epistemic violence its own frame of reference is transgressed , its field of vision disturbed . ''	the black man	man	CommonN	N	body	body	human	body part	n	3	3	3	1	s	Anim	Inanim	Y	66	4	5	0.002	0.0025	-2.698970004	-2.602059991	Y	Non-press
2083	Frown	J59	Learned		of	OTH	the virtue of white womanhood	He is the being for whom miscegenation laws were invented , codes that pretended to protect white women `` but left black women the victims of rape by white men and simultaneously granted to these same men the power to terrorize black men as a potential threat to the virtue of white womanhood . ''	white womanhood	womanhood	CommonN	N	the virtue	virtue	inanimate abstract	inanimate abstract	n	2	2	2	2	s	Inanim	Inanim	N	69	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Non-press
2084	Frown	J59	Learned		of	OTH	the material and social rewards of their participation in patriarchy	The tragic irony of this social equation is that black men 's power , though threatening to white society , is most often fictive and allusive ; since male power within patriarchy is relative , poorer men , frequently men of color , are most often denied the material and social rewards of their participation in patriarchy .	their participation in patriarchy	participation	CommonN	N	the material and social rewards	rewards	inanimate abstract	inanimate abstract	n	4	4	4	5	of	Inanim	Inanim	N	74	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Non-press
2085	Frown	J59	Learned		of	OTH	the tragic irony of this social equation	The tragic irony of this social equation is that black men 's power , though threatening to white society , is most often fictive and allusive ; since male power within patriarchy is relative , poorer men , frequently men of color , are most often denied the material and social rewards of their participation in patriarchy .	this social equation	equation	CommonN	N	the tragic irony	irony	inanimate abstract	inanimate abstract	n	3	3	3	3	of	Inanim	Inanim	N	70	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Non-press
2086	Frown	J59	Learned		s	OTH	black men's power	The tragic irony of this social equation is that black men 's power , though threatening to white society , is most often fictive and allusive ; since male power within patriarchy is relative , poorer men , frequently men of color , are most often denied the material and social rewards of their participation in patriarchy .	black men	men	CommonN	N	power	power	human	inanimate abstract	n	2	2	2	1	of	Anim	Inanim	N	68	10	6	0.005	0.003	-2.301029996	-2.522878745	N	Non-press
2087	Frown	J59	Learned		of	OTH	the power of men	Any understanding of patriarchal relations which examines the power of men over women outside of broader racial and economic issues is , of course , problematic .	men	men	CommonN	N	the power	power	human	inanimate abstract	g	1	1	1	2	s	Anim	Inanim	N	74	10	6	0.005	0.003	-2.301029996	-2.522878745	Y	Non-press
2088	Frown	J59	Learned		s	OTH	women's oppression	Arguments that feature patriarchy as the primary determinant of women 's oppression fail to see `` the inapplicability of such a concept in analyzing the complex of relations obtaining in the Black communities both historically and at present . ''	women	women	CommonN	N	oppression	oppression	human	inanimate abstract	g	1	1	1	1	of	Anim	Inanim	N	67	10	2	0.005	0.001	-2.301029996	-3	N	Non-press
2089	Frown	J59	Learned		of	OTH	the primary determinant of women 's oppression	Arguments that feature patriarchy as the primary determinant of women 's oppression fail to see `` the inapplicability of such a concept in analyzing the complex of relations obtaining in the Black communities both historically and at present . ''	women 's oppression	oppression	CommonN	N	the primary determinant	determinant	inanimate abstract	inanimate abstract	n	3	3	NA	3	s	Inanim	Inanim	N	67	2	1	0.001	0.0005	-3	-3.301029996	Y	Non-press
2090	Frown	J59	Learned		of	OTH	the inapplicability of such a concept	Arguments that feature patriarchy as the primary determinant of women 's oppression fail to see `` the inapplicability of such a concept in analyzing the complex of relations obtaining in the Black communities both historically and at present . ''	such a concept	concept	CommonN	N	the inapplicability	inapplicability	inanimate abstract	inanimate abstract	n	3	3	3	2	of	Inanim	Inanim	N	69	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Non-press
2091	Frown	J59	Learned		of	OTH	the boundaries of gender	woman in the guise of a black male youth - metaphorically represents this alliance , reminding us that in Western society racism effortlessly crosses the boundaries of gender .	gender	gender	CommonN	N	the boundaries	boundaries	inanimate abstract	inanimate abstract	g	1	1	1	2	of	Inanim	Inanim	N	76	4	1	0.002	0.0005	-2.698970004	-3.301029996	N	Non-press
2092	Frown	J59	Learned		of	OTH	the oppressive master texts of modernism	Piper 's desire to speak over the oppressive master texts of modernism results in the blasting of another aspect of the artist 's mythology - the specter of anonymity .	modernism	modernism	CommonN	N	the oppressive master texts	texts	inanimate abstract	inanimate abstract	n	1	1	1	4	of	Inanim	Inanim	N	75	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Non-press
2093	Frown	J59	Learned		s	OTH	the artist's mythology	Piper 's desire to speak over the oppressive master texts of modernism results in the blasting of another aspect of the artist 's mythology - the specter of anonymity .	the artist	artist	CommonN	N	mythology	mythology	human	inanimate abstract	n	2	2	2	1	of	Anim	Inanim	N	77	9	1	0.0045	0.0005	-2.346787486	-3.301029996	N	Non-press
2094	Frown	J59	Learned		s	OTH	Piper's desire	Piper 's desire to speak over the oppressive master texts of modernism results in the blasting of another aspect of the artist 's mythology - the specter of anonymity .	Piper	Piper	CommonN	N	desire	desire	human	inanimate abstract	n	1	1	2	1	s	Anim	Inanim	N	74	28	3	0.014	0.0015	-1.853871964	-2.823908741	Y	Non-press
2095	Frown	J59	Learned		s	OTH	Frantz Fanon's existentialist evocation	Like Frantz Fanon 's existentialist evocation of the /<squote I< that restores the presence of the marginalized -LBR- and his own presence within dominant narratives that would silence a black man 's voice -RBR- , Piper at times speaks through personal or autobiographical narratives .	Frantz Fanon	Fanon	ProperN	N	existentialist evocation	evocation	human	inanimate abstract	n	2	2	NANA	2	s	Anim	Inanim	N	76	1	2	5e-4	0.001	-3.301029996	-3	Y	Non-press
